YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
19980514 2300,1998,05,14,1700,Hazenmore #2,SK,0,49.7000,-107.1300,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19980516 1815,1998,05,16,1215,Near Hanna,AB,0,51.9200,-111.9000,,,,,,,,,Hanna - Coronation - Oyen,,,
19980516 1815,1998,05,16,1215,Near Castor,AB,0,52.2200,-111.8800,,,,,,,,,Hanna - Coronation - Oyen,,,
19980522 0147,1998,05,21,1947,Whitecourt,AB,0,54.1500,-115.6833,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19980527 1650,1998,05,27,1150,Near Opaskwayak Cree Nation,MB,0,53.8300,-101.2500,,,,,,,,,The Pas - Wanless - Westray - Clearwater Lake Prov. Park,,,
19980527 2015,1998,05,27,1415,Priddis,AB,0,50.8800,-114.3300,,,,,,,,,Okotoks - High River - Claresholm,,,
19980527 2245,1998,05,27,1645,Stavely,AB,0,50.1700,-113.5700,,,,,,,,,Okotoks - High River - Claresholm,,,
19980527 2300,1998,05,27,1700,Nanton,AB,0,50.3500,-113.7700,,,,,,,,,Okotoks - High River - Claresholm,,,
19980528 0040,1998,05,27,1840,Shouldice,AB,0,50.7200,-112.9800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19980531 1100,1998,05,31,0700,Caledon East,ON,0,43.8785,-79.8630,,,,,,0,0,,Halton - Peel,,,
19980602 1955,1998,06,02,1555,Elmvale,ON,1,44.5750,-79.9935,44.5770,-79.7065,23000,270,,0,0,,Barrie - Orillia - Midland,,,
19980602 2000,1998,06,02,1600,Fergus,ON,0,43.7000,-80.3700,,,,,,0,1,18,Waterloo - Wellington,,,
19980602 2005,1998,06,02,1605,Norwich,ON,1,42.9800,-80.6000,,,,290,,0,0,,Oxford - Brant,,,
19980602 2053,1998,06,02,1653,Dunneville,ON,1,42.9100,-79.6100,,,,,,0,0,,Dunnville - Caledonia - Haldimand,,,
19980625 2240,1998,06,25,1840,Mount View,ON,0,43.8900,-80.4500,,,,,,0,0,,Waterloo - Wellington,,,
19980625 2245,1998,06,25,1845,Havelock,ON,0,44.4800,-77.8800,,,,,,0,0,,Peterborough - Kawartha Lakes,,,
19980625 2330,1998,06,25,1730,13 km ENE of Yorkton,SK,0,51.3200,-102.3900,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19980626 2050,1998,06,26,1450,Lloydminster,SK,0,53.2800,-110.0000,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19980626 2330,1998,06,26,1730,Lampman,SK,0,49.3800,-102.7500,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
19980628 1455,1998,06,28,0855,Ponoka,AB,0,52.7000,-113.5800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19980628 2100,1998,06,28,1500,Regina,SK,0,50.5500,-104.6200,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
199806,1998,06,29,,Lac Blue Sea,QC,0,46.2278,-76.0608,,,,,,,,,Upper Gatineau - Lièvre - Papineau,,,
19980629 1945,1998,06,29,1545,St-Philibert,QC,1,46.1377,-70.5481,,,,,,,,,Beauce,,,
19980630 1000,1998,06,30,0600,Guelph,ON,1,43.5172,-80.2322,43.5215,-80.2214,1000,240,,0,0,,Waterloo - Wellington,,,
19980630 1720,1998,06,30,1320,Inwood,ON,1,42.8180,-81.9685,,,100,,50,0,0,,Sarnia - Lambton,,,
19980630 2030,1998,06,30,1430,Provost,AB,0,52.3500,-110.2700,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19980630 2205,1998,06,30,1605,Mundare,AB,0,53.6000,-112.3300,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19980701 1711,1998,07,01,1111,11 km ESE of Shields,SK,0,51.8000,-106.2500,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19980702 0009,1998,07,01,1809,Buffalo Pound Prov. Park,SK,0,50.6300,-105.4000,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19980702 1745,1998,07,02,1245,La Salle,MB,0,49.6900,-97.2600,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19980702 1940,1998,07,02,1340,Swift Current,SK,0,50.2800,-107.8000,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19980704 1940,1998,07,04,1340,Suffield,AB,0,50.2000,-111.1700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19980706 0002,1998,07,05,1802,Near Roche Percee,SK,0,49.0400,-102.7000,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
19980707 ,1998,07,,,Amisk,AB,0,52.5500,-111.0700,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19980710 1700,1998,07,10,1400,Charleston,NB,2,46.3700,-67.6500,,,7000,,90,,,,Woodstock and Carleton County,,,
19980711 2130,1998,07,11,1730,Lac-Sergent,QC,0,46.8738,-71.7263,,,,,,,,,Québec,,,
19980711 2200,1998,07,11,1600,Cando,SK,0,52.3800,-108.2300,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19980712 0230,1998,07,11,2030,Elstow,SK,0,51.9800,-106.0700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19980716 2000,1998,07,16,1600,Pickering,ON,0,43.8200,-79.1400,,,,,,0,0,,York - Durham,,,
19980717 1800,1998,07,17,1400,Rockland,ON,0,45.5500,-75.2900,,,,,,0,0,,Prescott and Russell,,,
19980718 0028,1998,07,17,1828,Wawota,SK,0,49.9000,-102.0300,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19980719 0100,1998,07,18,1900,Wainwright,AB,1,52.8300,-110.8500,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
199807,1998,07,20,,Landrienne,QC,1,48.5475,-77.9516,,,,,,,,,Abitibi,,,
19980721 0016,1998,07,20,1816,16 km SE of Wilkie,SK,0,52.2400,-108.3700,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
199807,1998,07,27,,Lac Parent,QC,0,48.7039,-77.0329,,,,,,,,,Abitibi,,,
19980731 0115,1998,07,30,1915,Camrose,AB,0,53.0700,-112.9000,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19980810 2340,1998,08,10,1740,Central Butte,SK,0,50.9000,-106.5500,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19980810 2350,1998,08,10,1750,Marquis,SK,0,50.6300,-105.7200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19980811 1500,1998,08,11,1100,Ste-Catherine-de-la-Jacques-Cartier,QC,0,46.8464,-71.6195,,,,,,,,,Québec,,,
19980811 1840,1998,08,11,1440,St-Émile,QC,1,46.8727,-71.3351,,,,,,,,,Québec,,,
199808,1998,08,15,,Lac Cole,QC,0,45.7501,-75.4621,,,,,,,,,Upper Gatineau - Lièvre - Papineau,,,
19980815 0000,1998,08,16,1800,Lethbridge,AB,0,49.6200,-112.8694,,,,,,,,,Lethbridge - Taber - Milk River,,,
19980823 2230,1998,08,23,1630,Teepee Creek,AB,0,55.3667,-118.4000,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19980825 1815,1998,08,25,1415,Deerhurst,ON,0,44.1755,-79.5790,,,,,,0,0,100,Dufferin - Innisfil,,,
19980927 2000,1998,09,27,1600,Chicoutimi,QC,0,48.4222,-71.0619,,,1700,,10,,,,Saguenay,,,
19990428 0000,1999,04,27,1800,Tuxford,SK,0,50.5400,-105.5100,,,,,50,,,,Moose Jaw - Pense - Central Butte - Craik,,,
199905,1999,05,08,,Hull,QC,1,45.4279,-75.7111,,,,,,,,,Gatineau,,,
19990510 1818,1999,05,10,1218,Mazenod,SK,0,49.8790,-106.2680,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990515 1820,1999,05,15,1220,Melfort,SK,0,52.8700,-104.6200,,,,,,,,,Melfort - Tisdale - Nipawin - Carrot River,,,
19990517 1842,1999,05,17,1242,Didsbury,AB,0,51.6700,-114.1000,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
19990518 2150,1999,05,18,1550,Borden,SK,0,52.3640,-107.2200,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19990518 2155,1999,05,18,1555,Saskatoon #1,SK,1,52.1200,-106.6300,,,,,,,,,City of Saskatoon,,,
19990518 2157,1999,05,18,1557,Saskatoon #2,SK,0,52.1200,-106.6300,,,,,,,,,City of Saskatoon,,,
19990518 2200,1999,05,18,1600,Mennon,SK,0,52.4210,-106.8390,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19990518 2215,1999,05,18,1615,Kinley,SK,0,52.1000,-107.3800,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19990519 0300,1999,05,18,2100,Ebenezer,SK,0,51.3700,-102.4500,,,,,200,,,,Yorkton - Melville - Esterhazy,,,
19990525 2030,1999,05,25,1630,St-Gabriel de Rimouski,QC,0,48.4212,-68.1675,,,,,,,,,Rimouski - Mont-Joli,,,
19990602 1600,1999,06,02,1200,Purple Valley,ON,1,44.8300,-81.0800,44.8360,-81.0710,1000,225,50,0,0,60,Grey - Bruce,,,
19990603 0000,1999,06,02,2200,Maple,ON,0,43.8505,-79.5160,,,,,,0,0,,York - Durham,,,
19990603 0017,1999,06,02,1817,McTaggart,SK,0,49.7700,-104.0700,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19990603 2338,1999,06,03,1717,McTaggart,SK,0,49.7300,-104.0200,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19990604 0040,1999,06,03,1840,Carlyle,SK,0,49.5690,-102.2840,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
19990604 2338,1999,06,04,1738,Near Weyburn,SK,0,49.5860,-103.9510,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
199906,1999,06,06,,Sherrington,QC,0,45.1654,-73.5251,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
19990606 1530,1999,06,06,1030,Piney,MB,0,49.0700,-95.9800,,,,,,,,,Sprague - Northwest Angle Provincial Forest,,,
19990606 1635,1999,06,06,1135,Near Winkler,MB,0,49.1800,-97.9300,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19990606 1650,1999,06,06,1150,Pilot Mound,MB,0,49.2000,-98.8800,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
19990607 1645,1999,06,07,1045,Fleet,AB,0,52.1500,-111.7300,,,,,,,,,Hanna - Coronation - Oyen,,,
199906,1999,06,08,,Sainte-Marthe,QC,1,46.3874,-72.4766,,,,,,,,,Mauricie,,,
19990608 1930,1999,06,08,1430,Goodlands,MB,0,49.0800,-100.6000,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
19990608 1940,1999,06,08,1440,Near Dauphin,MB,0,51.1300,-100.0300,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
19990609 1650,1999,06,09,1050,North Battleford,SK,0,52.7800,-108.2800,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19990609 ,1999,06,,,Glenbain,SK,0,49.8840,-106.9300,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19990610 2230,1999,06,10,1630,Near Brooks,AB,0,50.6500,-112.0300,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19990611 2035,1999,06,11,1435,Near Moose Jaw,SK,0,50.4000,-105.5300,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990617 1735,1999,06,17,1345,Vaughan,ON,0,43.8435,-79.5405,,,,,,0,0,,York - Durham,,,
19990618 2155,1999,06,18,1555,Near Mayerthorpe,AB,0,53.9000,-115.1000,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19990621 ,1999,06,,,Limerick,SK,0,49.6500,-106.1400,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990622 0240,1999,06,21,2040,Crane Valley #1,SK,2,49.7780,-105.4880,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990622 0240,1999,06,21,2040,Crane Valley #2,SK,0,49.7780,-105.5800,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990622 0400,1999,06,21,2200,Regina,SK,0,50.4500,-104.6200,,,,,,,,,City of Regina,,,
19990622 ,1999,06,,,Paddockwood,SK,1,53.5200,-105.5700,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19990624 0040,1999,06,23,1840,Yellowgrass,SK,0,49.8300,-104.1700,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19990625 2030,1999,06,25,1630,St. Albert,ON,1,45.2500,-75.1200,,,,,,0,0,,Prescott and Russell,,,
19990625 2100,1999,06,25,1500,32 km N of Medicine hat,AB,0,50.2800,-110.6700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19990625 2340,1999,06,25,1740,Tompkins,SK,0,50.0700,-108.7800,,,,,,,,,Leader - Gull Lake,,,
19990626 0145,1999,06,26,1945,Rockglen,SK,0,49.1800,-105.9500,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990626 0200,1999,06,26,2000,Coronach,SK,0,49.1200,-105.5200,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19990630 2320,1999,06,30,1720,Near Lloydminster,SK,0,53.2800,-110.0000,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19990701 1845,1999,07,01,1245,Near Hazlet,SK,0,50.4000,-108.6000,,,,,,,,,Leader - Gull Lake,,,
19990701 2010,1999,07,01,1610,Wingham,ON,1,43.8900,-81.3100,,,,,,0,0,,Huron - Perth,,,
19990701 2155,1999,07,01,1755,Grand Valley,ON,1,43.9000,-80.3200,,,,,,0,0,,Dufferin - Innisfil,,,
19990702 0000,1999,07,02,1800,Near Caronport,SK,0,50.4500,-105.8200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990702 2023,1999,07,02,1423,Bethune #1,SK,0,50.7200,-105.2200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990702 2323,1999,07,02,1723,Moose Jaw,SK,0,50.4000,-105.5300,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990702 2335,1999,07,02,1735,Bethune #2,SK,0,50.6300,-105.2200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990703 0040,1999,07,02,2040,Bethune #3,SK,0,50.6700,-105.2200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19990703 1735,1999,07,03,1235,Sandy Lake,MB,0,50.5300,-100.1800,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19990704 0130,1999,07,03,2130,Wodehouse to Duncan,ON,2,44.4000,-80.5600,44.4400,-80.3600,16000,340,100,0,0,200,Grey - Bruce,,,
19990704 0320,1999,07,04,2320,Bruce Mines,ON,1,46.3010,-83.7880,,,,,,0,0,,Sault Ste. Marie - Superior East,,,
19990704 1830,1999,07,04,1430,Thunder Bay,ON,0,48.3700,-89.2800,,,,,,0,0,,City of Thunder Bay,,,
19990706 1830,1999,07,06,1430,Cornwall,ON,0,45.0500,-74.7400,,,,,,0,0,,Cornwall - Morrisburg,,,
19990707 0000,1999,07,06,2000,Danville to Tingwick,QC,0,45.7833,-72.0167,45.8812,-71.9439,,,,,,,Eastern Townships,,,
199907,1999,07,06,,Notre-Dame-du-Mont-Carmel,QC,0,45.0676,-73.3434,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
199907,1999,07,06,,Berthierville,QC,0,46.0874,-73.1839,,,,,,,,,Lanaudière,,,
199907,1999,07,06,,Yamaska,QC,0,46.0057,-72.9181,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
199907,1999,07,06,,Drummondville,QC,1,45.8813,-72.5004,,,,,,,,,Drummondville - Bois-Francs,,,
199907,1999,07,06,,Ste-Catherine-de-Hatley,QC,0,45.2495,-72.0484,,,,,,,,,Eastern Townships,,,
19990707 1830,1999,07,07,1230,Lousana,AB,0,52.1200,-113.1700,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19990708 0200,1999,07,07,2000,Cessford,AB,1,51.0200,-111.5500,,,,,,,,,Hanna - Coronation - Oyen,,,
19990715 ,1999,07,,,Falcon Beach,MB,0,49.6800,-95.3300,,,,,10,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
19990718 2000,1999,07,18,1700,Near Lakeville,NB,0,46.1300,-64.6800,,,,,,,,,Moncton and Southeast New Brunswick,,,
19990718 2100,1999,07,18,1800,Durham Bridge,NB,0,46.1200,-66.6000,,,,,,,,,Fredericton and Southern York County,,,
19990720 0045,1999,07,19,1845,Near Turtleford,SK,1,53.3920,-108.7910,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19990720 0100,1999,07,19,1900,Meota,SK,0,53.0700,-108.5600,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19990720 0130,1999,07,19,1930,Mervin,SK,1,53.3300,-108.8800,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19990720 0230,1999,07,19,2030,Near Rabbit Lake,SK,0,53.1300,-107.7700,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19990722 2250,1999,07,22,1750,Virden,MB,0,49.8500,-100.9200,,,,,,,,,Virden - Souris,,,
19990724 0015,1999,07,23,2015,Geraldton,ON,0,49.7200,-87.2300,,,,,,0,0,,Geraldton - Manitouwadge - Hornepayne,,,
19990724 1655,1999,07,24,1055,Near Joussard,AB,0,55.3700,-115.9200,,,,,,,,,Slave Lake,,,
19990725 0200,1999,07,24,2000,Tweedsmuir,SK,0,53.5700,-105.9500,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19990729 0200,1999,07,28,2200,Blenheim,ON,1,42.3300,-82.0000,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19990731 1942,1999,07,31,1542,Windsor,ON,0,42.2725,-82.9585,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19990804 1530,1999,08,04,1130,Clear Creek,ON,1,42.5785,-80.5930,42.5955,-80.5360,5000,245,100,0,0,75,Simcoe - Delhi - Norfolk,,,
19990804 1710,1999,08,04,1310,Hamilton Mountain,ON,1,43.2335,-79.8645,43.2345,-79.8160,4000,270,50,0,0,100,City of Hamilton,,,
19990804 1730,1999,08,04,1330,Flamborough to Burlington,ON,2,43.3900,-80.1700,43.3400,-79.7700,35000,280,100,0,0,350,City of Hamilton,,,
19990808 2334,1999,08,08,1734,Lost Lake,SK,0,54.6000,-108.8700,,,,,,,,,Île à la Crosse - Buffalo Narrows - Beauval,,,
19990809 0004,1999,08,09,1804,Twin Lakes,SK,0,54.5700,-108.5000,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
19990815 2100,1999,08,15,1500,Near Bassano #1,AB,0,50.8000,-112.4700,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19990815 2100,1999,08,15,1500,Bassano #2,AB,0,50.8400,-112.5800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19990815 ,1999,08,,,Cochrane,AB,0,51.1800,-114.4700,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
19990817 2015,1999,08,17,1515,Near Sanford,MB,0,49.6830,-97.4330,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19990817 2055,1999,08,17,1555,Domain,MB,1,49.6200,-97.3200,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
199908,1999,08,18,,Pugwash,NS,0,45.8500,-63.6700,,,,,,,,,Cumberland County North and Cobequid Pass,,,
19990821 2320,1999,08,21,1720,Whitewood,SK,2,50.3670,-102.2560,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19990821 2345,1999,08,21,1745,Near Wapella,SK,0,50.2700,-101.9700,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
199909,1999,09,20,,St-Michel-des-Saints,QC,1,46.6752,-73.9168,,,,,,,,,Mont-Tremblant Park - Saint-Michel-des-Saints,,,
20000505 2015,2000,05,05,1615,Hazzards Corners,ON,0,44.6165,-77.4675,44.5305,-77.4260,10000,,200,0,0,20,Bancroft - Bon Echo Park,,,
20000510 0030,2000,05,09,2030,Malden Centre,ON,1,42.0600,-83.0450,42.0585,-83.0325,1000,270,50,0,0,30,Windsor - Essex - Chatham-Kent,,,
20000510 0045,2000,05,09,2045,Amherstburg,ON,0,42.1355,-83.1155,42.1320,-83.0300,7000,270,150,0,0,10,Windsor - Essex - Chatham-Kent,,,
20000510 0100,2000,05,09,2000,Chortitz,MB,0,49.1600,-97.9800,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
20000511 1715,2000,05,11,1115,Near Mossbank,SK,0,49.9400,-105.9480,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
20000516 1530,2000,05,16,1130,Franktown,ON,0,45.0400,-76.0600,,,200,,10,0,0,,Smiths Falls - Lanark - Sharbot Lake,,,
20000522 2330,2000,05,22,1830,Fairfax,MB,1,49.3260,-99.8560,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
20000523 2330,2000,05,23,1930,Appin,ON,1,42.8000,-81.6500,,,,,,0,0,1000,London - Middlesex,,,
20000524 2100,2000,05,24,1700,Gloucester,ON,1,45.3400,-75.5500,,,3000,,150,0,0,200,City of Ottawa,,,
20000608 2330,2000,06,08,1730,Rolling Hills,AB,0,50.2166,-111.7700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
20000609 0030,2000,06,08,1830,Jenner,AB,0,50.7500,-111.1833,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
200006,2000,06,22,,Quyon,QC,0,45.5199,-76.2365,,,,,,,,,Pontiac,,,
20000630 2315,2000,06,30,1715,Landrose,SK,0,53.2800,-109.7600,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20000630 2330,2000,06,30,1730,Paradise Valley,AB,0,53.0333,-110.2833,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
20000702 1807,2000,07,02,1207,Bawlf,AB,0,52.9167,-112.5412,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
20000703 2225,2000,07,03,1625,Near Bellis,AB,0,54.2252,-112.1333,,,,,,,,,Bonnyville - St. Paul - Cold Lake - Lac La Biche,,,
20000704 0001,2000,07,03,1801,Vanguard,SK,1,49.9167,-107.3000,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
20000704 0429,2000,07,04,2229,Prospect Valley,AB,0,52.8522,-110.2805,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
20000705 0030,2000,07,05,1830,Slave Lake,AB,0,55.3820,-114.8710,,,,,,,,,Slave Lake,,,
20000706 0100,2000,07,05,1900,Guncoat Bay,SK,1,55.5500,-104.3830,,,15000,,400,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
20000706 0345,2000,07,05,2145,Wadena,SK,0,51.9500,-103.8000,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
20000708 0127,2000,07,07,1927,Lavoy,AB,0,53.4500,-111.8667,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
20000709 0030,2000,07,08,1830,Blue Ridge,AB,0,54.1333,-115.3667,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
20000710 0235,2000,07,09,2035,Near Malmo,AB,0,52.8712,-113.2086,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
20000710 2230,2000,07,10,1430,Daysville,SK,1,53.3400,-108.7100,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20000711 0010,2000,07,10,1810,Glendon,AB,0,54.2500,-111.1667,,,,,,,,,Bonnyville - St. Paul - Cold Lake - Lac La Biche,,,
20000711 0010,2000,07,10,1810,Big Shell,SK,1,53.1842,-107.1150,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20000713 0221,2000,07,12,2121,Kenton,MB,0,49.9890,-100.7340,,,,,,,,,Virden - Souris,,,
20000714 0100,2000,07,13,2000,Maskawata,MB,0,49.8677,-100.6070,,,,,,,,,Virden - Souris,,,
20000714 0200,2000,07,13,2000,Schuler,AB,0,50.3000,-110.3500,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
20000714 0205,2000,07,13,2005,Loomis,SK,0,49.1999,-108.7217,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
20000714 1742,2000,07,14,1343,Woodbridge,ON,0,43.7730,-79.6205,,,,,,0,0,,York - Durham,,,
20000715 0045,2000,07,14,1945,Two Creeks,MB,0,50.0590,-100.9720,,,,,,,,,Virden - Souris,,,
20000715 0100,2000,07,14,1900,Pine Lake,AB,3,52.0875,-113.5979,52.0550,-113.2050,27300,280,1600,12,130,12000,Red Deer - Ponoka - Innisfail - Stettler,,,
20000716 0000,2000,07,15,1800,Near Debden,SK,0,53.5300,-106.8800,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20000717 2130,2000,07,17,1730,Melduf,ON,1,44.7057,-79.7502,44.6848,-79.7260,3000,320,400,0,0,10,Barrie - Orillia - Midland,,,
20000717 2315,2000,07,17,1915,Beeton,ON,0,44.0800,-79.7800,,,,,,0,0,,Dufferin - Innisfil,,,
20000718 0012,2000,07,17,2012,Guelph,ON,2,43.5415,-80.2365,43.4665,-80.1295,13000,315,600,0,1,2000,Waterloo - Wellington,,,
20000718 2020,2000,07,18,1620,St-Jean-Chrysostome,QC,0,46.7155,-71.1997,,,,,,,,,Québec,,,
20000719 0000,2000,07,19,1800,Battle Lake,AB,0,52.9667,-114.1167,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
20000720 0100,2000,07,20,1900,Wabamun,AB,0,53.5550,-114.4690,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20000723 1155,2000,07,23,0555,Buck Lake,AB,1,52.9500,-114.7833,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
20000724 0215,2000,07,24,2015,Driftpile,AB,1,55.3166,-115.7124,,,,,,,,,Slave Lake,,,
20000724 2122,2000,07,24,1622,Elm Creek,MB,0,49.7540,-97.9810,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20000724 2310,2000,07,24,1810,Sperling,MB,0,49.5927,-97.7084,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20000724 2336,2000,07,24,1736,Staplehurst,AB,3,53.3557,-110.0800,,,,,,0,0,,Lloydminster - Wainwright - Vermilion - Provost,,,
20000725 2325,2000,07,25,1825,Neepawa,MB,1,50.1730,-99.5830,,,,,800,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
20000726 2200,2000,07,26,1600,28 km E of Beiseker,AB,0,51.3770,-113.2260,,,,,,,,,Drumheller - Three Hills,,,
20000727 2140,2000,07,27,1640,Beulah,MB,1,50.2400,-101.0300,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
